tx,EmitEvent,ProgramParsed,CreateAccount,GetStorageUsed,UpdateAccountContractCode,SetProgram,ValueDecoded,GetAccountContractCode,ProgramChecked,ValueEncoded,ContractFunctionInvoke,GetStorageCapacity,GenerateUUID,GetAccountBalance,ProgramInterpreted,function_or_loop_call,AddEncodedAccountKey,GetCode,SetValue,ValueExists,GetAccountAvailableBalance,AllocateStorageIndex,ResolveLocation,GetValue,GetProgram,RevokeEncodedAccountKey,ms
call empty contract function,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,475470,0,0,343,0,0,0,3,2251,20,0,408
get signer receiver,3,1,0,3,0,1,15,0,1,0,4,3,1,0,5,194222,0,0,343,0,0,0,3,2358,20,0,399
mint NFT,3,1,0,4,0,1,17,0,1,0,5,4,9521,0,6,114242,0,0,1900187,0,0,9765,3,6553,23,0,395
borrow array from storage,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,312160,0,0,343,0,0,0,3,2646,20,0,394
borrow array from storage,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,312160,0,0,343,0,0,0,3,2646,20,0,401
reference tx,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1173650,0,0,343,0,0,0,3,2094,20,0,361
load and save empty string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,558470,0,0,346,0,0,0,3,2097,20,0,402
get signer vault,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,288682,0,0,343,0,0,0,3,2235,20,0,430
get signer address,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1100681,0,0,343,0,0,0,3,2094,20,0,365
get account and get balance,3,1,0,3,0,1,3283,0,1,0,1094,3,1,1090,1095,4362,0,0,343,0,0,0,3,524204,5470,0,414
get account and get storage used,3,1,0,32277,0,1,13,0,1,0,4,3,1,0,5,129098,0,0,343,0,0,0,3,2094,20,0,445
reference tx,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1173650,0,0,343,0,0,0,3,2094,20,0,362
get signer address,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1100681,0,0,343,0,0,0,3,2094,20,0,354
copy array from storage,3,7,0,3,0,7,14,6,7,0,4,3,1,0,5,422974,0,6,343,0,0,0,12,2646,29,0,389
add key to account,5151,1,0,3,0,1,13,0,1,0,4,3,1,0,5,25742,5148,0,343,0,0,0,3,2094,20,0,394
copy array from storage,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,422974,0,0,343,0,0,0,3,2646,20,0,390
create new account and deploy contract,1970,282,281,284,281,1,2542,281,282,1124,566,284,844,0,1129,1969,0,281,232728,843,0,562,3,389593,2268,0,407
load and save long string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,570038,0,0,387,0,0,0,3,2097,20,0,421
convert int to string,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1075678,0,0,343,0,0,0,3,2094,20,0,495
convert int to string,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1075678,0,0,343,0,0,0,3,2094,20,0,428
transfer tokens,8793,1,0,3,0,1,16,0,1,0,4,3,4396,0,5,153827,0,0,568,0,0,0,3,2480,20,0,411
load and save empty string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,558470,0,0,346,0,0,0,3,2097,20,0,416
reference tx,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1173650,0,0,343,0,0,0,3,2094,20,0,361
reference tx,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1173650,0,0,343,0,0,0,3,2094,20,0,453
get signer vault,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,288682,0,0,343,0,0,0,3,2235,20,0,421
add key to account,5151,1,0,3,0,1,13,0,1,0,4,3,1,0,5,25742,5148,0,343,0,0,0,3,2094,20,0,405
convert int to string and concatenate it,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,686052,0,0,343,0,0,0,3,2094,20,0,330
get account and get storage used,3,1,0,32277,0,1,13,0,1,0,4,3,1,0,5,129098,0,0,343,0,0,0,3,2094,20,0,406
get account and get storage used,3,1,0,32277,0,1,13,0,1,0,4,3,1,0,5,129098,0,0,343,0,0,0,3,2094,20,0,434
transfer tokens,8793,7,0,3,0,7,16,6,7,0,4,3,4396,0,5,153827,0,6,568,0,0,0,12,2480,29,0,627
mint NFT,3,7,0,4,0,7,17,6,7,0,5,4,9521,0,6,114242,0,6,1900475,0,0,9765,12,6841,32,0,398
borrow array from storage,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,312160,0,0,343,0,0,0,3,2646,20,0,402
create new account and deploy contract,1970,282,281,284,281,1,2542,281,282,1124,566,284,844,0,1129,1969,0,281,232729,843,0,562,3,389593,2268,0,436
emit event,53395,1,0,3,0,1,14,0,1,0,4,3,1,0,5,320354,0,0,343,0,0,0,3,2251,20,0,389
get signer receiver,3,1,0,3,0,1,15,0,1,0,4,3,1,0,5,194222,0,0,343,0,0,0,3,2358,20,0,402
create new account and deploy contract,1970,282,281,284,281,1,2542,281,282,1124,566,284,844,0,1129,1969,0,281,232729,843,0,562,3,389593,2268,0,413
create new account and deploy contract,1970,282,281,284,281,1,2542,281,282,1124,566,284,844,0,1129,1969,0,281,232728,843,0,562,3,389593,2268,0,432
get account and get storage used,3,1,0,32277,0,1,13,0,1,0,4,3,1,0,5,129098,0,0,343,0,0,0,3,2094,20,0,505
get public account,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,525934,0,0,343,0,0,0,3,2094,20,0,445
call empty contract function,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,475470,0,0,343,0,0,0,3,2251,20,0,410
create new account and deploy contract,1970,282,281,284,281,1,2542,281,282,1124,566,284,844,0,1129,1969,0,281,232729,843,0,562,3,389593,2268,0,424
get account and get balance,3,1,0,3,0,1,3283,0,1,0,1094,3,1,1090,1095,4362,0,0,343,0,0,0,3,524204,5470,0,640
copy array from storage and save a duplicate,3,1,0,3,0,1,15,0,1,1,4,3,1,0,5,26080,0,0,895,0,0,1003,3,3198,20,0,102
load and save long string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,570038,0,0,387,0,0,0,3,2138,20,0,413
convert int to string and concatenate it,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,686052,0,0,343,0,0,0,3,2094,20,0,324
add key to account,5151,1,0,3,0,1,13,0,1,0,4,3,1,0,5,25742,5148,0,343,0,0,0,3,2094,20,0,399
get account and get storage capacity,3,1,0,3,0,1,4747,0,1,0,1582,1581,1,0,1583,6314,0,0,343,0,0,0,3,729552,4754,0,403
load and save empty string on signers address,3,7,0,3,0,7,14,6,7,1,4,3,1,0,5,558470,0,6,346,0,0,0,12,2138,29,0,463
add and remove key to/from account,5917,1,0,3,0,1,13,0,1,0,4,3,1,0,5,20701,2957,0,343,0,0,0,3,2094,20,2957,370
get signer receiver,3,1,0,3,0,1,15,0,1,0,4,3,1,0,5,194222,0,0,343,0,0,0,3,2358,20,0,403
get signer vault,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,288682,0,0,343,0,0,0,3,2235,20,0,428
get signer address,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1100681,0,0,343,0,0,0,3,2094,20,0,364
load and save empty string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,558470,0,0,346,0,0,0,3,2097,20,0,458
get account and get balance,3,1,0,3,0,1,3283,0,1,0,1094,3,1,1090,1095,4362,0,0,343,0,0,0,3,524204,5470,0,412
create new account and deploy contract,1970,282,281,284,281,1,2542,281,282,1124,566,284,844,0,1129,1969,0,281,232728,843,0,562,3,389593,2268,0,426
add key to account,5151,1,0,3,0,1,13,0,1,0,4,3,1,0,5,25742,5148,0,343,0,0,0,3,2094,20,0,395
call empty contract function,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,475470,0,0,343,0,0,0,3,2251,20,0,407
get signer vault,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,288682,0,0,343,0,0,0,3,2235,20,0,425
get signer address,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1100681,0,0,343,0,0,0,3,2094,20,0,379
transfer tokens,8793,1,0,3,0,1,16,0,1,0,4,3,4396,0,5,153827,0,0,568,0,0,0,3,2480,20,0,395
add and remove key to/from account,5917,1,0,3,0,1,13,0,1,0,4,3,1,0,5,20701,2957,0,343,0,0,0,3,2094,20,2957,418
get signer vault,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,288682,0,0,343,0,0,0,3,2235,20,0,426
reference tx,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1173650,0,0,343,0,0,0,3,2094,20,0,364
copy array from storage,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,422974,0,0,343,0,0,0,3,2646,20,0,386
load and save long string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,570038,0,0,387,0,0,0,3,2097,20,0,549
add and remove key to/from account,5917,1,0,3,0,1,13,0,1,0,4,3,1,0,5,20701,2957,0,343,0,0,0,3,2094,20,2957,385
borrow array from storage,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,312160,0,0,343,0,0,0,3,2646,20,0,470
load and save empty string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,558470,0,0,346,0,0,0,3,2138,20,0,406
create new account,2037,1,339,342,0,1,3064,0,1,1017,682,342,1018,0,683,1358,0,0,247474,1017,0,339,3,469575,2732,0,406
get account and get storage used,3,1,0,32277,0,1,13,0,1,0,4,3,1,0,5,129098,0,0,343,0,0,0,3,2094,20,0,408
add and remove key to/from account,5917,1,0,3,0,1,13,0,1,0,4,3,1,0,5,20701,2957,0,343,0,0,0,3,2094,20,2957,371
get signer address,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1100681,0,0,343,0,0,0,3,2094,20,0,364
load and save empty string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,558470,0,0,346,0,0,0,3,2138,20,0,490
copy array from storage,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,422974,0,0,343,0,0,0,3,2646,20,0,397
create new account and deploy contract,1970,282,281,284,281,1,2542,281,282,1124,566,284,844,0,1129,1969,0,281,232730,843,0,562,3,389593,2268,0,432
create new account,2037,1,339,342,0,1,3064,0,1,1017,682,342,1018,0,683,1358,0,0,247474,1017,0,339,3,469575,2732,0,419
reference tx,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1173650,0,0,343,0,0,0,3,2094,20,0,361
emit event,53395,1,0,3,0,1,14,0,1,0,4,3,1,0,5,320354,0,0,343,0,0,0,3,2251,20,0,383
add and remove key to/from account,5917,1,0,3,0,1,13,0,1,0,4,3,1,0,5,20701,2957,0,343,0,0,0,3,2094,20,2957,472
get signer vault,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,288682,0,0,343,0,0,0,3,2235,20,0,429
create new account,2037,1,339,342,0,1,3064,0,1,1017,682,342,1018,0,683,1358,0,0,247474,1017,0,339,3,469575,2732,0,413
reference tx,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1173650,0,0,343,0,0,0,3,2094,20,0,361
load and save long string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,570038,0,0,387,0,0,0,3,2097,20,0,415
call empty contract function,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,475470,0,0,343,0,0,0,3,2251,20,0,439
get account and get balance,3,1,0,3,0,1,3283,0,1,0,1094,3,1,1090,1095,4362,0,0,343,0,0,0,3,524204,5470,0,486
create new account and deploy contract,1970,282,281,284,281,1,2542,281,282,1124,566,284,844,0,1129,1969,0,281,232730,843,0,562,3,389593,2268,0,438
add and remove key to/from account,5917,1,0,3,0,1,13,0,1,0,4,3,1,0,5,20701,2957,0,343,0,0,0,3,2094,20,2957,385
add key to account,5151,1,0,3,0,1,13,0,1,0,4,3,1,0,5,25742,5148,0,343,0,0,0,3,2094,20,0,400
convert int to string,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1075678,0,0,343,0,0,0,3,2094,20,0,389
convert int to string and concatenate it,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,686052,0,0,343,0,0,0,3,2094,20,0,420
borrow array from storage,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,312160,0,0,343,0,0,0,3,2646,20,0,396
get account and get balance,3,1,0,3,0,1,3283,0,1,0,1094,3,1,1090,1095,4362,0,0,343,0,0,0,3,524204,5470,0,423
add key to account,5151,1,0,3,0,1,13,0,1,0,4,3,1,0,5,25742,5148,0,343,0,0,0,3,2094,20,0,405
emit event,53395,1,0,3,0,1,14,0,1,0,4,3,1,0,5,320354,0,0,343,0,0,0,3,2251,20,0,473
convert int to string,3,7,0,3,0,7,13,6,7,0,4,3,1,0,5,1075678,0,6,343,0,0,0,12,2094,29,0,402
copy array from storage,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,422974,0,0,343,0,0,0,3,2646,20,0,384
get account and get balance,3,1,0,3,0,1,3283,0,1,0,1094,3,1,1090,1095,4362,0,0,343,0,0,0,3,524204,5470,0,397
create new account and deploy contract,1970,282,281,284,281,1,2542,281,282,1124,566,284,844,0,1129,1969,0,281,232728,843,0,562,3,389593,2268,0,530
mint NFT,3,1,0,4,0,1,17,0,1,0,5,4,9521,0,6,114242,0,0,1900403,0,0,9765,3,6769,23,0,394
get account and get storage used,3,1,0,32277,0,1,13,0,1,0,4,3,1,0,5,129098,0,0,343,0,0,0,3,2094,20,0,435
convert int to string,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1075678,0,0,343,0,0,0,3,2094,20,0,393
get account and get storage capacity,3,1,0,3,0,1,4747,0,1,0,1582,1581,1,0,1583,6314,0,0,343,0,0,0,3,729552,4754,0,665
copy array from storage and save a duplicate,3,1,0,3,0,1,15,0,1,1,4,3,1,0,5,26080,0,0,895,0,0,1003,3,3198,20,0,49
add key to account,5151,1,0,3,0,1,13,0,1,0,4,3,1,0,5,25742,5148,0,343,0,0,0,3,2094,20,0,397
get signer vault,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,288682,0,0,343,0,0,0,3,2235,20,0,425
add key to account,5151,1,0,3,0,1,13,0,1,0,4,3,1,0,5,25742,5148,0,343,0,0,0,3,2094,20,0,398
get signer address,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1100681,0,0,343,0,0,0,3,2094,20,0,359
convert int to string,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1075678,0,0,343,0,0,0,3,2094,20,0,395
get public account,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,525934,0,0,343,0,0,0,3,2094,20,0,382
emit event,53395,1,0,3,0,1,14,0,1,0,4,3,1,0,5,320354,0,0,343,0,0,0,3,2251,20,0,381
get account and get available balance,3,1,0,1321,0,1,3967,0,1,0,1322,3,1,0,1323,5274,0,0,343,0,1318,0,3,609692,3974,0,404
add key to account,5151,7,0,3,0,7,13,6,7,0,4,3,1,0,5,25742,5148,6,343,0,0,0,12,2094,29,0,407
get account and get balance,3,1,0,3,0,1,3283,0,1,0,1094,3,1,1090,1095,4362,0,0,343,0,0,0,3,524204,5470,0,408
load and save long string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,570038,0,0,387,0,0,0,3,2138,20,0,416
emit event,53395,1,0,3,0,1,14,0,1,0,4,3,1,0,5,320354,0,0,343,0,0,0,3,2251,20,0,385
get account and get balance,3,1,0,3,0,1,3283,0,1,0,1094,3,1,1090,1095,4362,0,0,343,0,0,0,3,524204,5470,0,404
load and save empty string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,558470,0,0,346,0,0,0,3,2138,20,0,398
get signer address,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1100681,0,0,343,0,0,0,3,2094,20,0,364
borrow array from storage,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,312160,0,0,343,0,0,0,3,2646,20,0,486
transfer tokens,8793,1,0,3,0,1,16,0,1,0,4,3,4396,0,5,153827,0,0,568,0,0,0,3,2480,20,0,398
create new account,2037,1,339,342,0,1,3064,0,1,1017,682,342,1018,0,683,1358,0,0,247474,1017,0,339,3,469575,2732,0,400
get signer vault,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,288682,0,0,343,0,0,0,3,2235,20,0,727
reference tx,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1173650,0,0,343,0,0,0,3,2094,20,0,357
convert int to string,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1075678,0,0,343,0,0,0,3,2094,20,0,395
add and remove key to/from account,5917,1,0,3,0,1,13,0,1,0,4,3,1,0,5,20701,2957,0,343,0,0,0,3,2094,20,2957,384
transfer tokens,8793,1,0,3,0,1,16,0,1,0,4,3,4396,0,5,153827,0,0,568,0,0,0,3,2480,20,0,407
load and save empty string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,558470,0,0,346,0,0,0,3,2097,20,0,411
add key to account,5151,1,0,3,0,1,13,0,1,0,4,3,1,0,5,25742,5148,0,343,0,0,0,3,2094,20,0,405
create new account and deploy contract,1970,288,281,284,281,7,2542,287,288,1124,566,284,844,0,1129,1969,0,287,232730,843,0,562,12,389593,2277,0,435
get account and get storage capacity,3,1,0,3,0,1,4747,0,1,0,1582,1581,1,0,1583,6314,0,0,343,0,0,0,3,729552,4754,0,438
convert int to string and concatenate it,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,686052,0,0,343,0,0,0,3,2094,20,0,315
get account and get available balance,3,1,0,1321,0,1,3967,0,1,0,1322,3,1,0,1323,5274,0,0,343,0,1318,0,3,609692,3974,0,418
copy array from storage and save a duplicate,3,7,0,3,0,7,15,6,7,1,4,3,1,0,5,26080,0,6,895,0,0,1003,12,3198,29,0,50
add and remove key to/from account,5917,1,0,3,0,1,13,0,1,0,4,3,1,0,5,20701,2957,0,343,0,0,0,3,2094,20,2957,409
load and save empty string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,558470,0,0,346,0,0,0,3,2097,20,0,405
convert int to string,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1075678,0,0,343,0,0,0,3,2094,20,0,391
create new account,2037,1,339,342,0,1,3064,0,1,1017,682,342,1018,0,683,1358,0,0,247474,1017,0,339,3,469575,2732,0,422
copy array from storage and save a duplicate,3,1,0,3,0,1,15,0,1,1,4,3,1,0,5,26080,0,0,895,0,0,1003,3,3198,20,0,45
emit event,53395,1,0,3,0,1,14,0,1,0,4,3,1,0,5,320354,0,0,343,0,0,0,3,2251,20,0,380
get account and get storage used,3,1,0,32277,0,1,13,0,1,0,4,3,1,0,5,129098,0,0,343,0,0,0,3,2094,20,0,403
create new account and deploy contract,1970,282,281,284,281,1,2542,281,282,1124,566,284,844,0,1129,1969,0,281,232729,843,0,562,3,389593,2268,0,465
transfer tokens,8793,1,0,3,0,1,16,0,1,0,4,3,4396,0,5,153827,0,0,568,0,0,0,3,2480,20,0,405
get account and get storage used,3,1,0,32277,0,1,13,0,1,0,4,3,1,0,5,129098,0,0,343,0,0,0,3,2094,20,0,494
convert int to string and concatenate it,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,686052,0,0,343,0,0,0,3,2094,20,0,327
get account and get storage used,3,1,0,32277,0,1,13,0,1,0,4,3,1,0,5,129098,0,0,343,0,0,0,3,2094,20,0,400
add and remove key to/from account,5917,1,0,3,0,1,13,0,1,0,4,3,1,0,5,20701,2957,0,343,0,0,0,3,2094,20,2957,371
get account and get available balance,3,1,0,1321,0,1,3967,0,1,0,1322,3,1,0,1323,5274,0,0,343,0,1318,0,3,609692,3974,0,455
get signer address,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1100681,0,0,343,0,0,0,3,2094,20,0,525
get signer receiver,3,1,0,3,0,1,15,0,1,0,4,3,1,0,5,194222,0,0,343,0,0,0,3,2358,20,0,399
call empty contract function,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,475470,0,0,343,0,0,0,3,2251,20,0,425
create new account,2037,1,339,342,0,1,3064,0,1,1017,682,342,1018,0,683,1358,0,0,247474,1017,0,339,3,469575,2732,0,431
load and save empty string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,558470,0,0,346,0,0,0,3,2138,20,0,1330
get account and get storage capacity,3,1,0,3,0,1,4747,0,1,0,1582,1581,1,0,1583,6314,0,0,343,0,0,0,3,729552,4754,0,561
reference tx,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1173650,0,0,343,0,0,0,3,2094,20,0,372
copy array from storage and save a duplicate,3,1,0,3,0,1,15,0,1,1,4,3,1,0,5,26080,0,0,895,0,0,1003,3,3198,20,0,46
load and save empty string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,558470,0,0,346,0,0,0,3,2138,20,0,405
create new account and deploy contract,1970,282,281,284,281,1,2542,281,282,1124,566,284,844,0,1129,1969,0,281,232730,843,0,562,3,389593,2268,0,449
transfer tokens,8793,1,0,3,0,1,16,0,1,0,4,3,4396,0,5,153827,0,0,568,0,0,0,3,2480,20,0,1106
reference tx,3,7,0,3,0,7,13,6,7,0,4,3,1,0,5,1173650,0,6,343,0,0,0,12,2094,29,0,369
get public account,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,525934,0,0,343,0,0,0,3,2094,20,0,399
get account and get available balance,3,1,0,1321,0,1,3967,0,1,0,1322,3,1,0,1323,5274,0,0,343,0,1318,0,3,609692,3974,0,432
create new account and deploy contract,1970,288,281,284,281,7,2542,287,288,1124,566,284,844,0,1129,1969,0,287,232729,843,0,562,12,389593,2277,0,468
convert int to string and concatenate it,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,686052,0,0,343,0,0,0,3,2094,20,0,1026
convert int to string and concatenate it,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,686052,0,0,343,0,0,0,3,2094,20,0,327
get signer address,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1100681,0,0,343,0,0,0,3,2094,20,0,358
get signer receiver,3,1,0,3,0,1,15,0,1,0,4,3,1,0,5,194222,0,0,343,0,0,0,3,2358,20,0,395
borrow array from storage,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,312160,0,0,343,0,0,0,3,2646,20,0,442
get signer receiver,3,1,0,3,0,1,15,0,1,0,4,3,1,0,5,194222,0,0,343,0,0,0,3,2358,20,0,404
add and remove key to/from account,5917,1,0,3,0,1,13,0,1,0,4,3,1,0,5,20701,2957,0,343,0,0,0,3,2094,20,2957,368
get signer vault,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,288682,0,0,343,0,0,0,3,2235,20,0,452
reference tx,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1173650,0,0,343,0,0,0,3,2094,20,0,361
get signer receiver,3,1,0,3,0,1,15,0,1,0,4,3,1,0,5,194222,0,0,343,0,0,0,3,2358,20,0,404
load and save empty string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,558470,0,0,346,0,0,0,3,2138,20,0,412
get signer receiver,3,1,0,3,0,1,15,0,1,0,4,3,1,0,5,194222,0,0,343,0,0,0,3,2358,20,0,395
copy array from storage and save a duplicate,3,1,0,3,0,1,15,0,1,1,4,3,1,0,5,26080,0,0,895,0,0,1003,3,3198,20,0,48
transfer tokens,8793,1,0,3,0,1,16,0,1,0,4,3,4396,0,5,153827,0,0,568,0,0,0,3,2480,20,0,393
get signer address,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1100681,0,0,343,0,0,0,3,2094,20,0,360
get account and get available balance,3,1,0,1321,0,1,3967,0,1,0,1322,3,1,0,1323,5274,0,0,343,0,1318,0,3,609692,3974,0,394
copy array from storage and save a duplicate,3,1,0,3,0,1,15,0,1,1,4,3,1,0,5,26080,0,0,895,0,0,1003,3,3198,20,0,44
get account and get storage used,3,1,0,32277,0,1,13,0,1,0,4,3,1,0,5,129098,0,0,343,0,0,0,3,2094,20,0,443
copy array from storage and save a duplicate,3,1,0,3,0,1,15,0,1,1,4,3,1,0,5,26080,0,0,895,0,0,1003,3,3198,20,0,47
load and save empty string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,558470,0,0,346,0,0,0,3,2097,20,0,432
get account and get storage used,3,1,0,32277,0,1,13,0,1,0,4,3,1,0,5,129098,0,0,343,0,0,0,3,2094,20,0,442
reference tx,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1173650,0,0,343,0,0,0,3,2094,20,0,358
mint NFT,3,1,0,4,0,1,17,0,1,0,5,4,9521,0,6,114242,0,0,1900379,0,0,9765,3,6745,23,0,408
call empty contract function,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,475470,0,0,343,0,0,0,3,2251,20,0,417
get account and get balance,3,1,0,3,0,1,3283,0,1,0,1094,3,1,1090,1095,4362,0,0,343,0,0,0,3,524204,5470,0,403
copy array from storage,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,422974,0,0,343,0,0,0,3,2646,20,0,386
call empty contract function,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,475470,0,0,343,0,0,0,3,2251,20,0,478
reference tx,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1173650,0,0,343,0,0,0,3,2094,20,0,358
convert int to string and concatenate it,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,686052,0,0,343,0,0,0,3,2094,20,0,323
get account and get available balance,3,1,0,1321,0,1,3967,0,1,0,1322,3,1,0,1323,5274,0,0,343,0,1318,0,3,609692,3974,0,402
transfer tokens,8793,1,0,3,0,1,16,0,1,0,4,3,4396,0,5,153827,0,0,568,0,0,0,3,2480,20,0,403
emit event,53395,1,0,3,0,1,14,0,1,0,4,3,1,0,5,320354,0,0,343,0,0,0,3,2251,20,0,374
call empty contract function,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,475470,0,0,343,0,0,0,3,2251,20,0,403
copy array from storage and save a duplicate,3,1,0,3,0,1,15,0,1,1,4,3,1,0,5,26080,0,0,895,0,0,1003,3,3198,20,0,46
get signer address,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1100681,0,0,343,0,0,0,3,2094,20,0,448
get account and get storage used,3,1,0,32277,0,1,13,0,1,0,4,3,1,0,5,129098,0,0,343,0,0,0,3,2094,20,0,429
load and save empty string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,558470,0,0,346,0,0,0,3,2097,20,0,407
call empty contract function,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,475470,0,0,343,0,0,0,3,2251,20,0,412
borrow array from storage,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,312160,0,0,343,0,0,0,3,2646,20,0,393
get signer vault,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,288682,0,0,343,0,0,0,3,2235,20,0,427
add key to account,5151,1,0,3,0,1,13,0,1,0,4,3,1,0,5,25742,5148,0,343,0,0,0,3,2094,20,0,394
add key to account,5151,1,0,3,0,1,13,0,1,0,4,3,1,0,5,25742,5148,0,343,0,0,0,3,2094,20,0,397
load and save empty string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,558470,0,0,346,0,0,0,3,2138,20,0,652
get account and get storage used,3,1,0,32277,0,1,13,0,1,0,4,3,1,0,5,129098,0,0,343,0,0,0,3,2094,20,0,441
create new account,2037,1,339,342,0,1,3064,0,1,1017,682,342,1018,0,683,1358,0,0,247474,1017,0,339,3,469575,2732,0,410
add key to account,5151,1,0,3,0,1,13,0,1,0,4,3,1,0,5,25742,5148,0,343,0,0,0,3,2094,20,0,396
copy array from storage and save a duplicate,3,1,0,3,0,1,15,0,1,1,4,3,1,0,5,26080,0,0,895,0,0,1003,3,3198,20,0,45
call empty contract function,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,475470,0,0,343,0,0,0,3,2251,20,0,409
